# G8 closed-world candidate ledger: every row is an explicit retained/removed disposition.
# Frozen G7 rows are copied by ID and disposition; G8 additions are finite named candidates.
id	category	specifier-or-source	current_consumer_reachability	compatibility_proof	qa_proof	future_rung	recreation_cheaper_than_retention	decision_evidence	final_status
law-b:kernel:requestGovernedReview	law-b-kernel	requestGovernedReview	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:markGovernedDelivery	law-b-kernel	markGovernedDelivery	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:markGovernedCompletionFailed	law-b-kernel	markGovernedCompletionFailed	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:requestRevision	law-b-kernel	requestRevision	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:requestSecondCritic	law-b-kernel	requestSecondCritic	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:main:kernelBindSourceWork	law-b-main	collab-electron/src/main/kernel.ts:kernelBindSourceWork	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRequestGovernedReview	law-b-main	collab-electron/src/main/kernel.ts:kernelRequestGovernedReview	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRequestRevision	law-b-main	collab-electron/src/main/kernel.ts:kernelRequestRevision	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRequestSecondCritic	law-b-main	collab-electron/src/main/kernel.ts:kernelRequestSecondCritic	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelMarkGovernedDelivery	law-b-main	collab-electron/src/main/kernel.ts:kernelMarkGovernedDelivery	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelContinueGovernedResearchResult	law-b-main	collab-electron/src/main/kernel.ts:kernelContinueGovernedResearchResult	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRecordGovernedToolReceipt	law-b-main	collab-electron/src/main/kernel.ts:kernelRecordGovernedToolReceipt	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelFailGovernedCriticCompletion	law-b-main	collab-electron/src/main/kernel.ts:kernelFailGovernedCriticCompletion	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRecordGovernedEvaluation	law-b-main	collab-electron/src/main/kernel.ts:kernelRecordGovernedEvaluation	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelRunGuidedResearch	law-b-main	collab-electron/src/main/kernel.ts:kernelRunGuidedResearch	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:main:kernelSeedVisibleResearchWorld	law-b-main	collab-electron/src/main/kernel.ts:kernelSeedVisibleResearchWorld	Main adapter/fixture caller for governed support state	dispatches through kernelExecute or named Kernel-owned wrappers; no direct support/domain SQL	golden-g8-kernel-proof Law-B static control and direct-link bypass red/restore-green	G9 Report finalizer remains untouched; G10/G12 remain later	false	G8-LAW-B-MAIN-ADAPTER	retained
law-b:boundary:kernelFinalizeResearchEvaluation	law-b-boundary	collab-electron/src/main/kernel.ts:kernelFinalizeResearchEvaluation	G9-owned Evaluation-to-Report boundary	preserved unchanged; G8 only asserts ownership boundary	golden-g8-kernel-proof source boundary review	G9 owns Report/result semantics	false	G9-BOUNDARY-PRESERVED	retained
result-mode:missing-result-observation	packaged-result-mode	missing-result-observation	packaged Director PTY and qf.peer-notification.v1 result observation	exact Director PTY, role/session, message/task/artifact identity; worker completion never substitutes	hermes-research red/restore-green implementation; native package run required	G12 owns native package qualification	false	G8-RESULT-IDENTITY-BOUNDARY	retained
result-mode:worker-complete-is-result	packaged-result-mode	worker-complete-is-result	packaged Director PTY and qf.peer-notification.v1 result observation	exact Director PTY, role/session, message/task/artifact identity; worker completion never substitutes	hermes-research red/restore-green implementation; native package run required	G12 owns native package qualification	false	G8-RESULT-IDENTITY-BOUNDARY	retained
malformed-activation:missing-review-task-id	malformed-activation	missing-review-task-id	critic activation grammar and refusal path	exact refusal, no evaluation/report mutation, fresh restored green run	hermes-research malformed activation red/restore-green implementation	later packaged/native qualification remains G12	false	G8-MALFORMED-ACTIVATION	retained
malformed-activation:mismatched-source-work	malformed-activation	mismatched-source-work	critic activation grammar and refusal path	exact refusal, no evaluation/report mutation, fresh restored green run	hermes-research malformed activation red/restore-green implementation	later packaged/native qualification remains G12	false	G8-MALFORMED-ACTIVATION	retained
malformed-activation:substituted-result-artifact-id	malformed-activation	substituted-result-artifact-id	critic activation grammar and refusal path	exact refusal, no evaluation/report mutation, fresh restored green run	hermes-research malformed activation red/restore-green implementation	later packaged/native qualification remains G12	false	G8-MALFORMED-ACTIVATION	retained
saved-state:session-research	saved-state	agent_session/task/hypothesis/run/artifact/link exact fields	isolated predecessor and touched seam readback	Kernel-owned saved identity is preserved; no canonical DB or new store is opened	existing focused readback plus exact result-identity proof	G10/G12 own untouched Canvas/package seams	false	G8-SAVED-STATE-PRESERVED	retained
saved-state:terminal-pty	saved-state	peer message identity and Director PTY	isolated predecessor and touched seam readback	Kernel-owned saved identity is preserved; no canonical DB or new store is opened	existing focused readback plus exact result-identity proof	G10/G12 own untouched Canvas/package seams	false	G8-SAVED-STATE-PRESERVED	retained
saved-state:canvas-dock	saved-state	untouched G8 projection seam	isolated predecessor and touched seam readback	Kernel-owned saved identity is preserved; no canonical DB or new store is opened	existing focused readback plus exact result-identity proof	G10/G12 own untouched Canvas/package seams	false	G8-SAVED-STATE-PRESERVED	retained
saved-state:external-cli-host-acp	saved-state	exact transport/session receipt fields	isolated predecessor and touched seam readback	Kernel-owned saved identity is preserved; no canonical DB or new store is opened	existing focused readback plus exact result-identity proof	G10/G12 own untouched Canvas/package seams	false	G8-SAVED-STATE-PRESERVED	retained
proof:internal-command-runtime	proof-integrity	generated internalCommands joined to task/app handlers	bounded G8 proof consumer	exact named invariant, no weakened assertion	golden-g8-kernel-proof completeness + missing/undeclared red/green	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:schema-golden-drift	proof-integrity	generated ontology bytes	bounded G8 proof consumer	exact named invariant, no weakened assertion	golden-g8-schema-lifecycle byte drift red/green	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:experimental-lifecycle	proof-integrity	89 schema declarations	bounded G8 proof consumer	exact named invariant, no weakened assertion	golden-g8-schema-lifecycle exact identity/promotion red/green	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:kernel-one-path	proof-integrity	13 K1 offender paths	bounded G8 proof consumer	exact named invariant, no weakened assertion	golden-g8-kernel-proof all 13 red/green	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:law-b	proof-integrity	Kernel execute-owned support writes	bounded G8 proof consumer	exact named invariant, no weakened assertion	golden-g8-kernel-proof Law-B direct-link bypass red/green	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:packaged-result-identity	proof-integrity	Director result transport receipt	bounded G8 proof consumer	exact named invariant, no weakened assertion	hermes-research implementation; live native proof inherited	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
proof:cleanup	proof-integrity	isolated process/root cleanup	bounded G8 proof consumer	exact named invariant, no weakened assertion	all focused virtual falsifiers assert zero residue	G8 only; independent Verifier decides acceptance	false	G8-PROOF-RETAIN	retained
